#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
123	NM_001400484.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587435,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001400487.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400490.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587435,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400496.1	chr3	-	52545366	52685913	52548062	52679711	29	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001400500.1	chr3	-	52545366	52685599	52548062	52679711	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685435,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685599,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400501.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400504.1	chr3	-	52545366	52685913	52548062	52679711	29	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587435,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_018313.5	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563363,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587435,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_181042.5	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NR_174502.1	chr3	-	52545366	52685913	52685913	52685913	31	52545366,52550420,52550746,52552209,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52552341,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1156	NR_040584.2	chr7	-	74881989	74890612	74890612	74890612	8	74881989,74883348,74883727,74884143,74884433,74887682,74888311,74890387,	74883041,74883463,74883835,74884223,74884524,74887799,74888397,74890612,	0	STAG3L2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
1639	NR_146178.1	chr9	+	138216855	138272073	138272073	138272073	15	138216855,138217416,138218640,138220781,138230907,138243619,138244793,138248215,138249314,138251537,138252688,138258807,138261650,138263938,138271139,	138217230,138217535,138218710,138221328,138231103,138243729,138244925,138248431,138249380,138251596,138253217,138258889,138261715,138264128,138272073,	0	FAM157B	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
112	NM_001080541.3	chr15	+	41660404	41769940	41668894	41767280	23	41660404,41668827,41696074,41698862,41699063,41707727,41708103,41710690,41713150,41727179,41729163,41734521,41736180,41740052,41748636,41749110,41754436,41757787,41760322,41761738,41762128,41764885,41766003,	41660525,41669958,41697023,41698941,41699159,41707859,41708208,41711349,41713496,41727406,41729349,41734594,41736698,41740203,41748927,41750615,41754567,41757839,41760529,41761850,41762362,41765062,41769940,	0	MGA	cmpl	cmpl	-1,0,2,0,1,1,1,1,0,1,0,0,1,0,1,1,0,2,0,0,1,1,1,
112	NM_001164273.2	chr15	+	41660404	41769940	41668894	41767280	24	41660404,41668827,41696074,41698862,41699063,41707727,41708103,41710690,41713150,41727179,41729163,41734521,41736180,41740052,41742545,41748636,41749110,41754436,41757787,41760322,41761738,41762128,41764885,41766003,	41660525,41669958,41697023,41698941,41699159,41707859,41708208,41711349,41713496,41727406,41729349,41734594,41736698,41740203,41743172,41748927,41750615,41754567,41757839,41760529,41761850,41762362,41765062,41769940,	0	MGA	cmpl	cmpl	-1,0,2,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,2,0,0,1,1,1,
112	NM_001400225.1	chr15	+	41660404	41769940	41668894	41767280	24	41660404,41668827,41696074,41698862,41699063,41707727,41708103,41710690,41713150,41727179,41729163,41734521,41736180,41739905,41742545,41748636,41749110,41754436,41757787,41760322,41761738,41762128,41764885,41766003,	41660525,41669958,41697023,41698941,41699159,41707859,41708208,41711349,41713496,41727406,41729349,41734594,41736698,41740203,41743172,41748927,41750615,41754567,41757839,41760529,41761850,41762362,41765062,41769940,	0	MGA	cmpl	cmpl	-1,0,2,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,2,0,0,1,1,1,
112	NM_001400242.1	chr15	+	41660746	41769940	41668894	41767280	20	41660746,41668827,41696074,41698862,41699063,41707727,41708103,41710690,41713150,41727179,41729163,41734521,41736180,41754436,41757787,41760322,41761738,41762128,41764885,41766003,	41660873,41669958,41697023,41698941,41699159,41707859,41708208,41711349,41713496,41727406,41729349,41734594,41736368,41754567,41757839,41760529,41761850,41762362,41765062,41769940,	0	MGA	cmpl	cmpl	-1,0,2,0,1,1,1,1,0,1,0,0,1,0,2,0,0,1,1,1,
902	NM_001400243.1	chr15	+	41660404	41675106	41668894	41674541	3	41660404,41668827,41674540,	41660525,41669958,41675106,	0	MGA	cmpl	cmpl	-1,0,2,
902	NM_001400244.1	chr15	+	41660404	41675106	41668894	41674541	3	41660404,41668827,41674540,	41660501,41669958,41675106,	0	MGA	cmpl	cmpl	-1,0,2,
902	NM_001400245.1	chr15	+	41660746	41675106	41668894	41674541	3	41660746,41668827,41674540,	41661057,41669958,41675106,	0	MGA	cmpl	cmpl	-1,0,2,
902	NM_001400246.1	chr15	+	41621223	41675106	41668894	41674541	3	41621223,41668827,41674540,	41621589,41669958,41675106,	0	MGA	cmpl	cmpl	-1,0,2,
902	NM_001400247.1	chr15	+	41621223	41675106	41668894	41674541	3	41621223,41668827,41674540,	41621298,41669958,41675106,	0	MGA	cmpl	cmpl	-1,0,2,
642	NM_000937.5	chr17	+	7484365	7514616	7484764	7514179	30	7484365,7495940,7496209,7496439,7496763,7497355,7497649,7498077,7499038,7499280,7500638,7500939,7501288,7501525,7501899,7502517,7503120,7503384,7503585,7508250,7508943,7509531,7511214,7511405,7511810,7512157,7512476,7512773,7513020,7513778,	7484857,7496073,7496346,7496613,7497045,7497517,7497870,7498210,7499163,7499491,7500848,7501108,7501383,7501729,7502122,7502701,7503292,7503490,7503791,7508475,7509190,7509632,7511319,7511588,7512014,7512344,7512590,7512923,7513776,7514616,	0	POLR2A	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,1,1,1,
73	NM_000937.5	chr17_KV575245v1_fix	+	104822	135071	105221	134634	29	104822,116397,116666,116896,117220,117812,118106,118534,119495,119737,121095,121396,121745,121982,122356,122974,123577,123841,124042,128707,129400,129988,131671,131862,132267,132614,132933,133230,133477,	105314,116530,116803,117070,117502,117974,118327,118667,119620,119948,121305,121565,121840,122186,122579,123158,123749,123947,124248,128932,129647,130089,131776,132045,132471,132801,133047,133380,135071,	0	POLR2A	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,1,1,
587	NM_001172654.2	chr19_GL949746v1_alt	-	270734	275106	270930	275058	7	270734,272811,273367,274092,274350,274827,275024,	270989,273114,273664,274203,274638,274863,275106,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_006865.4	chr19_GL949746v1_alt	-	270734	275150	270930	275058	7	270734,272811,273367,273900,274350,274827,275024,	270989,273114,273664,274203,274638,274863,275150,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_001172654.2	chr19_GL949747v2_alt	-	270615	274987	270811	274939	7	270615,272692,273248,273973,274231,274708,274905,	270870,272995,273545,274084,274519,274744,274987,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_006865.4	chr19_GL949747v2_alt	-	270615	275031	270811	274939	7	270615,272692,273248,273781,274231,274708,274905,	270870,272995,273545,274084,274519,274744,275031,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_001172654.2	chr19_GL949753v2_alt	-	270990	275362	271186	275314	7	270990,273067,273623,274348,274606,275083,275280,	271245,273370,273920,274459,274894,275119,275362,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_006865.4	chr19_GL949753v2_alt	-	270990	275406	271186	275314	7	270990,273067,273623,274156,274606,275083,275280,	271245,273370,273920,274459,274894,275119,275406,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_001172654.2	chr19_KI270938v1_alt	-	270963	275335	271159	275287	7	270963,273040,273596,274321,274579,275056,275253,	271218,273343,273893,274432,274867,275092,275335,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
587	NM_006865.4	chr19_KI270938v1_alt	-	270963	275379	271159	275287	7	270963,273040,273596,274129,274579,275056,275253,	271218,273343,273893,274432,274867,275092,275379,	0	LILRA3	cmpl	cmpl	1,1,1,1,1,1,0,
